SEQ,COUNTRY,RESIDENCE,SEX,AGE,HINCOME,,MARRIAGE,CHILD,JOB,Q33,Q34_JP,,,,,,,,,,,,,,,,,,,,,,,
732,SG,北西地区,男性,25歳,"S$ 125,000 - 149,999",2,未婚,いない,大学生（短大含む）、高専生、大学院生,SEQ0732_1.webp,昼食。2日前に撮影。一人で食べた。チキンチョップホットプレートとグリル野菜を食べた,鉄板に盛られた照り焼きチキンステーキ。フライドポテト、ブロッコリー、人参、マッシュルームを添えた洋食スタイルの一皿。甘辛いグレービーソースがかかっている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0732_1.webp,,#8B4513,#F4A460,#FFD700,#228B22,#FF6347,#4A4A4A,#D2691E,550,12,2.8,980,720,38,32,68,6,1,伝統ローカル料理,1人,自分
733,SG,北西地区,男性,26歳,"S$ 100,000 - 124,999",2,未婚,いない,サービス業（理容師、運転手など）,SEQ0733_1.webp,一週間ほど前の昼食。午後に一人で食べていた。自分で作った。アーリオオーリオを食べた,スパゲッティ・カルボナーラまたはアマトリチャーナ風パスタ。グアンチャーレまたはパンチェッタ、粉チーズ、黒胡椒をまぶしたトマトベースのソースで和えた一皿。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0733_1.webp,,#D4622A,#F5E6C8,#8B3A1C,#E8C99A,#FAFAFA,#6B2D0F,#C4A882,350,6,2.8,420,620,22,24,78,3,1,洋食,1人,自分
734,SG,北東地区,男性,32歳,"S$ 200,000 or more",3,既婚,いる,管理職（課長クラス以上）,SEQ0734_1.webp,マトンのナシビリヤニ,ナシビリヤニ（スパイス炊き込みご飯）にレンダン（牛肉の濃厚スパイス煮込み）、ゆで卵、きゅうりと人参のスライス、カレーソースを添えたシンガポールのマレー系ワンプレート料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0734_1.webp,,#C8A044,#5C2D0A,#4A7C4E,#F5E6B2,#E8A020,#D4C5A0,#8B4513,650,6,3.2,820,880,38,42,88,4,1,伝統ローカル料理,1人,自分
735,SG,北東地区,男性,33歳,"S$ 100,000 - 124,999",2,既婚,いる,管理職（課長クラス以上）,SEQ0735_1.webp,夕食。同僚と一緒にコーヒーショップで食べた,シンガポールの粥（コンジー）2杯と豚の内臓・軟骨などの付け合わせ、ピーナッツ、湯葉のような揚げ物を含む伝統的なローカル朝食セット。米を長時間煮込んだとろみのある白粥に具材が入っている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0735_1.webp,,#F5F0E8,#D4A574,#8B4513,#C8B89A,#E8D5B7,#6B5B3E,#F0E6D3,1200,4,5.8,680,620,32,22,72,4,2,伝統ローカル料理,2人,同僚
736,SG,北東地区,男性,33歳,"S$ 200,000 or more",3,既婚,いる,技術職（エンジニア、プログラマーなど）,SEQ0736_1.webp,マックチキン、妻と子どもと一緒にランチ。2024年1月17日午前11時ごろ,セサミバンズに挟まれたクリスピーチキンバーガー。揚げたチキンパティにレタスとマヨネーズソースをトッピング。外はカリッと揚げられた黄金色のフライドチキンが特徴。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0736_1.webp,,#C8860A,#F5DEB3,#8B6914,#ADCF6E,#F5F5F0,#D4A843,#FFFFF0,280,8,1.8,380,520,28,22,52,2,1,洋食,1人,家族
737,SG,シンガポール中央地区,男性,35歳,"S$ 100,000 - 124,999",2,既婚,いる,管理職（課長クラス以上）,SEQ0737_1.webp,昼食のエビ,大きなエビを醤油・砂糖・スパイスで甘辛く炒め煮にしたシンガポール風プラウン料理。殻付きのまま調理され、表面に光沢があり、ミントで飾られている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0737_1.webp,,#D2491A,#E8723A,#B83A12,#F0A070,#8B2500,#2D2D2D,#4A7A3A,450,8,2.8,520,285,38,9,12,0.5,2,多国籍料理,1人,自分
738,SG,シンガポール中央地区,男性,35歳,"S$ 100,000 - 124,999",2,既婚,いない,会社団体役員,SEQ0738_1.webp,妻と休暇で行った海外旅行中,2杯のカプチーノ。エスプレッソに蒸しミルクを加え、たっぷりのホワイトフォームを乗せたイタリア発祥のコーヒー飲料。白いカップとソーサーに盛り付けられ、クリーミーな泡が特徴的。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0738_1.webp,,#F5F0EB,#C8A882,#FFFFFF,#8B5E3C,#D4B896,#6B3A2A,#E8DDD0,320,10,0.2,380,160,10,8,12,0,2,洋食,2人,恋人・配偶者
739,SG,シンガポール中央地区,男性,38歳,"S$ 90,000 - 99,999",2,未婚,いない,サービス業（理容師、運転手など）,SEQ0739_1.webp,夕食に一人で食べた牛肉麺。テレビを見ながら,赤みがかったスパイシーなスープに浸かった太麺（ラーメンまたは刀削麺風）。豆板醤や唐辛子ベースの濃厚なスープで、箸が添えられた白い陶器のボウルに盛られている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0739_1.webp,,#D4401A,#F5E6C8,#8B4513,#FFFFFF,#C0956B,#1A1A1A,#E8C49A,650,6,4.2,420,580,18,14,92,3,1,伝統ローカル料理,1人,自分
740,SG,北東地区,男性,38歳,"S$ 100,000 - 124,999",2,既婚,いる,サービス業（理容師、運転手など）,SEQ0740_1.webp,2024年1月2日に撮影した、妻と子どもたちと一緒に食べたハラール麻辣香鍋のディナー。ジャラン・ピサンにあるお気に入りの鍋レストラン。鶏肉の種類がとても豊富,四川風麻辣火鍋と炒飯のセット。赤い辛口スープと白濁スープの二色鍋に、乾燥唐辛子入りの黄金色炒飯が添えられている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0740_1.webp,,#C0392B,#E8C07A,#8B4513,#F5DEB3,#2C2C2C,#D4A017,#F0E6D3,650,4,4.8,420,720,18,28,98,3,2,中華,3人,家族
741,SG,北東地区,男性,39歳,"S$ 100,000 - 124,999",2,既婚,いる,管理職（課長クラス以上）,SEQ0741_1.webp,韓国での昼食,"This image shows a Korean BBQ meal setup. Here's a breakdown:

### Description:
- Main Dish: Grilled meat (likely pork or beef) on a tabletop grill.
- Side Dishes: Various banchan (Korean side dishes) including kimchi, lettuce, and possibly bean sprouts.

### Ingredients:
- Grilled Meat: Likely marinated with soy sauce, garlic, sesame oil, and gochujang (Korean chili paste).
- Banchan: 
  - Kimchi: Napa cabbage, chili pepper, garlic.
  - Lettuce: Fresh greens.
  - Bean Sprouts: Lightly seasoned.

### Nutrients (Estimated per serving):
- Calories: 600-800 kcal
- Protein: 40-60g
- Carbohydrates: 20-40g
- Fat: 30-50g

### Plate/Bowl Counts:
- Approximately 10 plates/bowls visible.

### Main Colors of Food (HTML Color Codes):
- Grilled Meat: #D2691E (chocolate)
- Kimchi: #FF4500 (orange-red)
- Lettuce: #228B22 (forest green)
- Bean Sprouts: #F5DEB3 (wheat)

This setup is typical for a Korean BBQ experience, where diners cook their own meat at the table and enjoy a variety of side dishes.",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0741_1.webp,,#D2691E,#FF4500,#228B22,#F5DEB3,,,,270,4,3.9,500,600,40,30,20,2,3,韓国料理,3人,友達
742,SG,北東地区,男性,41歳,"S$ 200,000 or more",3,既婚,いる,管理職（課長クラス以上）,SEQ0742_1.webp,夕食、中華料理、海老、ヌードル、ブロッコリー,"This image shows a set of four small bowls, each containing different food items. 

1. Top Left Bowl: Contains a piece of meat with a yellow sauce.
   - Ingredients: Meat, yellow sauce (possibly curry or mustard-based).
   - Main Colors: #D4A017 (golden yellow), #8B4513 (brown).

2. Top Right Bowl: Contains a shrimp.
   - Ingredients: Shrimp.
   - Main Colors: #FFA07A (light salmon).

3. Bottom Left Bowl: Contains broccoli.
   - Ingredients: Broccoli.
   - Main Colors: #228B22 (forest green).

4. Bottom Right Bowl: Contains diced vegetables or fruit.
   - Ingredients: Diced vegetables or fruit (possibly pickled).
   - Main Colors: #FFD700 (gold), #FF4500 (orange red).

Estimated Nutrients (per bowl):
- Calories: 50-100 kcal
- Protein: 5-10 g
- Carbohydrates: 5-15 g
- Fats: 2-5 g

Total Plate/Bowl Count: 4 bowls.",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0742_1.webp,,#D4A017,#8B4513,#FFA07A,#228B22,#FFD700,#FF4500,,36,1,3,740,50,5,2,5,0.5,1,伝統ローカル料理,1人,自分
743,SG,北東地区,男性,43歳,"S$ 70,000 - 79,999",1,既婚,いる,営業・販売職（セールスマン、店員など）,SEQ0743_1.webp,チキンライス。ひとりでランチ,"Description:
The dish consists of sliced chicken served over rice, accompanied by a halved egg, cucumber slices, a bowl of soup, and a small portion of chili sauce.

Ingredients:
- Chicken
- Rice
- Egg
- Cucumber
- Soup (likely chicken broth)
- Chili sauce

Estimated Nutrients:
- Calories: ~600 kcal
- Protein: ~40g
- Carbohydrates: ~70g
- Fat: ~20g

Plate/Bowl Counts:
- 1 main plate
- 1 small bowl for soup
- 1 small container for sauce

Main Colors of Food (HTML Color Codes):
- Chicken: #D2B48C (Tan)
- Rice: #F5F5DC (Beige)
- Egg yolk: #FF8C00 (Dark Orange)
- Cucumber: #98FB98 (Pale Green)
- Soup: #FFD700 (Gold)
- Chili sauce: #FF4500 (Orange Red)",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0743_1.webp,,#D2B48C,#F5F5DC,#FF8C00,#98FB98,#FFD700,#FF4500,,390,14,3.3,550,600,40,20,70,7,1,伝統ローカル料理,1人,自分
745,SG,北東地区,男性,44歳,"S$ 150,000 - 199,999",3,既婚,いる,管理職（課長クラス以上）,SEQ0745_1.webp,今日の昼休みに一人でローストチキンライスを食べた,"This dish appears to be Hainanese chicken rice. It consists of poached or roasted chicken served on a bed of fragrant rice, accompanied by cucumber slices.

### Ingredients:
- Chicken (poached or roasted)
- Rice (cooked in chicken broth)
- Cucumber slices
- Soy sauce (optional)
- Ginger and garlic (used in cooking the rice)

### Estimated Nutrients (per serving):
- Calories: ~600 kcal
- Protein: ~40g
- Carbohydrates: ~70g
- Fat: ~20g

### Plate/Bowl Counts:
- 1 plate

### Main Colors of Food:
- Chicken: #D2691E (chestnut brown)
- Rice: #F5DEB3 (wheat)
- Cucumber: #7FFF00 (chartreuse green)",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0745_1.webp,,#D2691E,#F5DEB3,#7FFF00,,,,,390,14,1.7,500,600,40,20,70,7,1,伝統ローカル料理,1人,自分
746,SG,北東地区,男性,44歳,"S$ 150,000 - 199,999",3,既婚,いる,管理職（課長クラス以上）,SEQ0746_1.webp,地元の軽食堂で家族と一緒にミーレブス（ヌードル）を夕食として食べた,"This dish appears to be a plate of spicy noodles with a boiled egg. 

Ingredients:
- Noodles
- Boiled egg
- Bean sprouts
- Green chili slices
- Spicy sauce (possibly containing chili paste, garlic, and soy sauce)

Estimated Nutrients:
- Calories: ~400-500 kcal
- Protein: ~15-20g
- Carbohydrates: ~60-70g
- Fat: ~10-15g

Plate/Bowl Count:
- 1 plate

Main Colors of Food:
- Noodles: #D4A017 (Golden Yellow)
- Sauce: #8B4513 (Saddle Brown)
- Plate: #32CD32 (Lime Green)
- Egg: #FFF8DC (Cornsilk)
- Chili: #006400 (Dark Green)",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0746_1.webp,,#D4A017,#8B4513,#32CD32,#FFF8DC,#006400,,,255,12,3.4,360,400,15,10,60,6,4,伝統ローカル料理,4人以上,家族
747,SG,シンガポール中央地区,男性,49歳,"S$ 125,000 - 149,999",2,既婚,いる,管理職（課長クラス以上）,SEQ0747_1.webp,先週末の昼食。午前11時45分ごろ。一人でローミー（ヌードル）を食べている,"This dish features a plate of noodles topped with minced meat, fried pieces, and chopped green onions, accompanied by a bowl of clear soup with herbs.

Ingredients:
- Noodles
- Minced meat
- Fried pieces (possibly chicken or tofu)
- Green onions
- Soy sauce or dark sauce
- Clear soup with herbs

Estimated Nutrients:
- Calories: 600-800 kcal
- Protein: 25-35g
- Carbohydrates: 70-90g
- Fat: 20-30g

Plate/Bowl Counts:
- 1 plate
- 1 bowl

Main Colors of Food (HTML Color Codes):
- Noodles: #D2B48C (Tan)
- Sauce: #3B2F2F (Dark Brown)
- Green Onions: #228B22 (Forest Green)
- Soup: #F5F5DC (Beige) with #228B22 (Forest Green) for herbs

This meal is a combination of savory and fresh flavors, with a balance of textures from the noodles and fried pieces.",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0747_1.webp,,#D2B48C,#3B2F2F,#228B22,#F5F5DC,#228B22,,,345,14,3.7,470,600,25,20,70,7,1,伝統ローカル料理,1人,自分
748,SG,北西地区,男性,50歳,"S$ 200,000 or more",3,既婚,いる,管理職（課長クラス以上）,SEQ0748_1.webp,娘の誕生日祝いで、家族と義理の家族で訪れたホテルのビュッフェでのランチ。各国料理やアジア料理など、料理の種類がとても豊富。2024年1月6日午後12時半ごろ,"The image shows a variety of sushi rolls arranged on trays. 

### Ingredients:
- Sushi rice
- Nori (seaweed)
- Fish (possibly salmon or tuna)
- Vegetables (like cucumber or avocado)
- Fish roe (visible on some rolls)

### Estimated Nutrients (per roll):
- Calories: 50-70 kcal
- Protein: 2-4 g
- Carbohydrates: 8-12 g
- Fat: 1-3 g

### Plate/Bowl Counts:
- 3 trays of sushi

### Main Colors of Food:
- White (#FFFFFF) for rice
- Black (#000000) for nori
- Orange (#FFA500) for fish roe
- Green (#008000) for vegetables

These are rough estimates and can vary based on specific ingredients and portion sizes.",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0748_1.webp,,#FFFFFF,#000000,#FFA500,#008000,,,,33,2,2.1,830,50,2,1,8,0.8,5,和食,4人以上,家族
749,SG,北西地区,男性,50歳,"S$ 100,000 - 124,999",2,既婚,いる,管理職（課長クラス以上）,SEQ0749_1.webp,"-朝食
-先週の朝
-自宅で
-一人で
-海老ヌードル
-買ってきた","This dish appears to be a bowl of noodle soup with shrimp and vegetables.

### Ingredients:
- Noodles
- Shrimp
- Green leafy vegetables (possibly spinach or similar)
- Sliced meat or fish cake
- Broth

### Estimated Nutrients (per bowl):
- Calories: ~350-450 kcal
- Protein: ~20-30g
- Carbohydrates: ~40-50g
- Fat: ~10-15g

### Plate/Bowl Count:
- 1 bowl

### Main Colors of Food:
- Broth: #C68642 (brown)
- Shrimp: #F5A9A9 (pink)
- Vegetables: #228B22 (green)
- Noodles: #F5DEB3 (wheat)",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0749_1.webp,,#C68642,#F5A9A9,#228B22,#F5DEB3,,,,210,8,3,890,350,20,10,40,4,1,伝統ローカル料理,1人,自分
750,SG,南西地区,男性,50歳,"S$ 150,000 - 199,999",3,既婚,いる,管理職（課長クラス以上）,SEQ0750_1.webp,今日の正午に同僚と食べた昼食。ビボシティにあるFish & Co.で、このチキンチョップとパイナップルライスを食べた,"Description:
The plate contains a serving of grilled chicken topped with a creamy sauce, a portion of yellow rice, and a side salad with mixed greens.

Ingredients:
- Grilled chicken
- Creamy sauce (likely containing cream, herbs, and spices)
- Yellow rice (possibly seasoned with turmeric or saffron)
- Mixed greens (lettuce, possibly with other leafy greens)

Estimated Nutrients:
- Calories: ~600-800 kcal
- Protein: ~40-50g
- Carbohydrates: ~60-80g
- Fat: ~20-30g

Plate/Bowl Count:
- 1 plate

Main Colors of Food (HTML Color Codes):
- Yellow rice: #FFD700
- Mixed greens: #7CFC00
- Creamy sauce: #F5F5DC
- Grilled chicken: #D2691E",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0750_1.webp,,#FFD700,#7CFC00,#F5F5DC,#D2691E,,,,360,12,1.5,540,600,40,20,60,6,2,洋食,2人,同僚
751,SG,北西地区,男性,53歳,"S$ 150,000 - 199,999",3,離別,いない,管理職（課長クラス以上）,SEQ0751_1.webp,朝食,"The image shows a variety of toasted bread dishes on plates, with different toppings and a bowl of sauce.

### Ingredients:
1. Toasted Bread with Yellow Topping:
   - Bread
   - Likely butter or margarine
   - Custard or egg-based topping

2. Toasted Bread with Brown Topping:
   - Bread
   - Chocolate spread or sauce

3. Plain Toasted Bread:
   - Bread
   - Butter or margarine

4. Bowl of Sauce:
   - Green sauce, possibly pandan or coconut-based

5. Cubed White Pieces:
   - Likely steamed or boiled taro or yam

### Estimated Nutrients (per serving):
- Calories: 300-400 kcal
- Carbohydrates: 40-50g
- Proteins: 5-10g
- Fats: 10-20g

### Plate/Bowl Counts:
- 4 plates
- 1 bowl

### Main Colors of Food (HTML Color Codes):
- Yellow topping: `#FFD700`
- Brown topping: `#8B4513`
- Bread: `#F5DEB3`
- Green sauce: `#98FB98`
- White cubes: `#FFFFFF`",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0751_1.webp,,#FFD700,#8B4513,#F5DEB3,#98FB98,#FFFFFF,,,150,8,2,380,300,,10,40,4,2,伝統ローカル料理,2人,恋人・配偶者
753,SG,北東地区,男性,55歳,"S$ 125,000 - 149,999",2,未婚,いない,管理職（課長クラス以上）,SEQ0753_1.webp,昨日一人で食べた朝食,"Description:
The food consists of two slices of whole grain bread with cheese and meat floss (also known as pork floss or rousong) in between.

Ingredients:
- Whole grain bread
- Cheese
- Meat floss

Estimated Nutrients:
- Calories: ~350 kcal
- Protein: ~15 g
- Carbohydrates: ~40 g
- Fat: ~15 g

Plate/Bowl Counts:
- 1 plate

Main Colors of Food (HTML Color Codes):
- Bread: #D2B48C (Tan)
- Cheese: #F5F5DC (Beige)
- Meat Floss: #A0522D (Sienna)
- Plate: #D2691E (Chocolate)",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0753_1.webp,,#D2B48C,#F5F5DC,#A0522D,#D2691E,,,,210,8,2.3,490,350,15,15,40,4,1,洋食,1人,自分
754,SG,北東地区,男性,57歳,"S$ 200,000 or more",3,既婚,いる,管理職（課長クラス以上）,SEQ0754_1.webp,スポーツの後の今日のランチ。友人と一緒にフードコートで食事した,"Description:
This dish appears to be a noodle soup with a rich, spicy broth. It includes rice noodles, tofu, a hard-boiled egg, and is garnished with green onions.

Ingredients:
- Rice noodles
- Tofu
- Hard-boiled egg
- Green onions
- Spicy broth (likely containing chili paste, garlic, and other spices)

Estimated Nutrients:
- Calories: ~400-500 kcal
- Protein: ~15-20g
- Carbohydrates: ~50-60g
- Fat: ~15-20g

Plate/Bowl Count:
- 1 plate

Main Colors of Food:
- Broth: #D2691E (chocolate)
- Noodles: #F5F5DC (beige)
- Tofu: #D2B48C (tan)
- Egg: #FFFFE0 (light yellow)
- Green onions: #228B22 (forest green)",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0754_1.webp,,#D2691E,#F5F5DC,#D2B48C,#FFFFE0,#228B22,,,240,10,3.6,550,400,15,15,50,5,2,伝統ローカル料理,2人,友達
755,SG,北東地区,男性,58歳,"S$ 100,000 - 124,999",2,未婚,いない,管理職（課長クラス以上）,SEQ0755_1.webp,昼食も夕食も家で自炊,"This dish appears to be a type of rice dish, possibly a pulao or biryani, with visible chunks of paneer (Indian cottage cheese) and lentils.

### Ingredients:
- Rice
- Paneer
- Lentils (possibly chickpeas or split peas)
- Spices (likely turmeric, cumin, coriander, etc.)
- Oil or ghee
- Onions (possibly)
- Garlic and ginger (possibly)

### Estimated Nutrients (per serving):
- Calories: ~350-450 kcal
- Protein: ~12-15 g
- Carbohydrates: ~50-60 g
- Fat: ~10-15 g

### Plate/Bowl Count:
- 1 bowl

### Main Colors of Food:
- Yellow: #FFD700
- White (Paneer): #FFFFFF
- Light Brown (Lentils): #D2B48C",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0755_1.webp,,#FFD700,#FFFFFF,#D2B48C,,,,,216,10,1.7,350,350,12,10,50,5,1,伝統ローカル料理,1人,自分
